portfolio_store_id,portfolio_name,portfolio_city,scraped_store_id,scraped_name,scraped_city,scraped_tier,scraped_type,match_method,distance_m
700_A131,ASHIQ IMAN ENTERPRISE,47810 PETALING JAYA,ChIJOyoMeQBPzDER03E97ge_8us,CF Value Mart (KD4),Petaling Jaya,Tier 1,Conv - Indie mart,coords≤50m,3.3
700_S1263,SUPER SEVEN CASH & CARRY S/B (SUBANG 2),SUNGAI BULOH SEKSYEN 3,ChIJ9f8_tEpOzDERmfBx5m4TJao,Super Seven Supermarket Subang,Shah Alam,Tier 1,Super - Independent local,coords≤50m,22.6
AB04,KEDAI BAN SAN,,ChIJbbb9-OZDzDERfepPDzZfaMM,Kedai Ban San,Rawang,Tier 1,Conv - Generic kedai,place_id,275.7
B258,PASARAYA JTR JAYA,RASA,ChIJFaFNuLptzDERQDZcc5KqVUE,Pasaraya JTR Jaya Mini Market,Rasa,Tier 1,Conv - Mini-mart,place_id,13.5
BA01,PASAR MINI AMS  -  TMN SRI MURNI,BATU CAVES,ChIJBVa2D_5GzDER8Xkt0r1nTiQ,AMS MART,Batu Caves,Tier 1,Super - Indie retail,coords≤50m,20.4
BK12,KIM LEONG SHOP,KULALA LUMPUR,ChIJ8YktTW04zDER6Elzy7pTImM,Kim Leong shop,Kuala Lumpur,Unclear,Super - Other / unclear,place_id,19.9
BS01,PASAR MINI SAMY SELVI,BATU CAVES,ChIJtS2-X0NHzDERWeB-pZiUnfA,PBS Pinggiran Sdn. Bhd.,Batu Caves,Unclear,Super - Other / unclear,coords≤50m,31.5
CT3211005771,TAKZIM MEGAH SDN.BHD,BANDAR SRI DAMASARA (SD1-SD5),ChIJJ1jqsFNFzDERsHdlqwncRqs,CAYEEN enterprise,Kuala Lumpur,Tier 2,Conv - Indie retail,coords≤50m,10.0
CT3211005823,PERNIAGAAN UBAT SOON ONG SDN BHD,"PANDAN PERDANA,",ChIJXazIDwA3zDER9cWWooXrnnE,Pasaraya 9 Grocer Pandan Perdana,Kuala Lumpur,Tier 1,Conv - Sundry/grocer,coords≤50m,15.8
CT3211005880,SYARIKAT PERNIAGAAN POH KHONG,AMPANG,ChIJfR0vtPA2zDER5eCzRFZj5tY,Pasar Mini Adan Jaya,Ampang,Tier 1,Super - Independent local,coords≤50m,10.0
CT3211005881,TC UNITRADE SDN BHD,KUALA LUMPUR,ChIJTdr-kxw2zDERx9yKJtdCK7c,Wmart,Kuala Lumpur,Tier 1,Super - Indie retail,coords≤50m,12.7
CT3211005882,JAMIL STORE,KUALA LUMPUR,ChIJSVFEyXw1zDERQEnbsWu0_m0,Checken Meat Shop,Kuala Lumpur,Unclear,Super - Other / unclear,coords≤50m,44.7
CT3211005884,PASAR MINI A.M.S,KAMPUNG PANDAN,ChIJ-y0_2FQ2zDERiTVtjXOhC5w,Pasar Mini AMS,Kuala Lumpur,Tier 1,Super - Independent local,place_id,14.0
CT3211005887,PASARAYA MENG FATT,AMPANG,ChIJBUwgyIU2zDERkAmdQV97y0I,Pasar Raya Song Fook,Cheras,Unclear,Super - Other / unclear,coords≤50m,35.3
CT3211005934,CRESCENT STAR IMPEX SDN BHD,,ChIJ-YWDwBNIzDERkE8C9PzOMvk,Crescent star Impex Sdn Bhd,Kuala Lumpur,Tier 1,Super - Indie retail,place_id,57.9
CT3211005955,PASAR MINI TAMAN PUTRA,,ChIJN4Xco5o2zDER7hsCA1DEbfg,Pasar Mini Taman Putra,Ampang,Tier 1,Super - Independent local,place_id,11.7
CT3211005973,NRZR WARTEL ENTERPRISE,,ChIJ41TtuGI2zDERHkbyKlL0_w8,KK SUPER MART Pandan Indah (PI33),Kuala Lumpur,Tier 1,Conv - KK Mart,coords≤50m,16.9
CT3211006044,SYARIKAT PERNIAGAAN SARAYA,AMPANG,ChIJRSCwc4M2zDER-nl8yWe_jbY,Weng Soon Mini Market,Ampang,Tier 1,Conv - Mini-mart,coords≤50m,47.6
CT3211006087,HINOKA REEN MAJU EMPIRE,AMPANG,ChIJr9wXmok2zDER6NDxSAB28b4,Pasar Mini Wan Setia,Kuala Lumpur,Tier 1,Super - Independent local,coords≤50m,0.4
CT3211006111,PASARAYA SERENDAH JAYA,serendah,ChIJWyOCG0xpzDERzOMgAC3F_DY,Pasaraya Serendah Jaya,Serendah,Unclear,Super - Other / unclear,place_id,17.9
CT3211006116,WAI SOON MINI MARKET,AMPANG,ChIJfaNuqsk2zDERKhqOd5c9Exo,Wai Soon Mini Market,Ampang,Tier 1,Conv - Mini-mart,coords≤50m,0.9
CT3211006171,NSK TRADE CITY (KD) SDN BHD,"PETALING JAYA,",ChIJ__-vthhPzDERrFA575PWIy8,NSK Trade City Kota Damansara,Petaling Jaya,Tier 2,Super - NSK,coords≤50m,42.6
CT3211006197,PASAR MINI IZHARI,AMPANG,ChIJT1j2kZI2zDERY7VudWeYDZM,Weng Heng Minimarket,Ampang Jaya,Tier 1,Super - Independent local,coords≤50m,46.8
CT3211006294,AL RASVI STORE,KUALA LUMPUR,ChIJ18FI73w1zDERNoxxrj_Dm-E,KK SUPER MART Pekan Sungai Besi (PSB),Kuala Lumpur,Tier 1,Conv - KK Mart,coords≤50m,46.4
CT3211006443,KEDAI RUNCIT KOONG YIN WAN,,ChIJJyY1f25GzDERMPxa1LyTp5g,Pasar Raya Cemerlang,Kuala Lumpur,Unclear,Super - Other / unclear,coords≤50m,8.1
CT3211006612,ST ROSYAM MART SDN BHD,"SETIAWANGSA,",ChIJM0mvfYQ3zDERDYaEOTfEME0,ST Rosyam Mart - Setiawangsa,Kuala Lumpur,Tier 1,Super - Indie retail,place_id,19.4
CT3211006626,KEDAI UBAT & RUNCIT FADASON,,ChIJ1et_A0lGzDER3wC39s9t_kE,"KK SUPER MART Kepong, Taman Fadason (KFD)",Kuala Lumpur,Tier 1,Conv - KK Mart,coords≤50m,44.6
CT3211007277,STS SEMX ENTERPRISE *9-1,SELANGOR,ChIJUwZ6xjBPzDERNbervLjVKxY,KK Super Mart Damansara Perdana (DPN),Petaling Jaya,Tier 1,Conv - KK Mart,coords≤50m,27.1
CT3211007381,STAR GROCER SDN BHD (PARAMOUNT),"PETALING JAYA,",ChIJC5lepphLzDERsr3Iji1uI00,Star Grocer Taman Paramount,Petaling Jaya,Tier 1,Super - Sundry/grocer,coords≤50m,19.4
CT3211007389,KEDAI UBAT TONG SENG,PETALING JAYA,ChIJnwp2ACVJzDEReJeLR1YnSGg,Urban Marketplace Seventeen Mall,Petaling Jaya,Unclear,Super - Other / unclear,coords≤50m,28.4
CT3211007482,SUPER SEVEN TRADE CENTER (KLTS) S/B - JLN GOMBAK,JALAN GOMBAK SETAPAK,ChIJG0Bn19JHzDERYcCy3pfWWnc,Super Seven KLTS (Block D),Kuala Lumpur,Unclear,Super - Other / unclear,coords≤50m,42.5
CT3211007525,PERNIAGAAN HAMID DAN JAMIL,KUALA LUMPUR,ChIJ18FI73w1zDERNoxxrj_Dm-E,KK SUPER MART Pekan Sungai Besi (PSB),Kuala Lumpur,Tier 1,Conv - KK Mart,coords≤50m,34.2
CT3211007549,PASAR MINI PUSPARIA,,ChIJL5tX7ad2zDERbOg-o1f3MuY,Pasar Mini Pusparia,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",Tier 1,Hyper - Other regional chain,place_id,61.4
CT3211007568,BILABILA RETAIL SDN BHD,"BANGSAR SOUTH,",ChIJN5IVlO1IzDER-pdCicWshUA,CAFé by 7-Eleven Kiara Walk Kiara Designer Suite (1101),Kuala Lumpur,Tier 1,Hyper - Other regional chain,coords≤50m,7.5
CT3211007743,KWONG ONN THONG,SELANGOR,ChIJS8qfXDtDzDERIlOKneH70X8,99 Speedmart 1921 Rawang 2,Rawang,Tier 1,Conv - 99 Speedmart,coords≤50m,41.7
CT3211007789,ZEE SUPER MART SDN BHD(AMPANG),,ChIJ2Tw3vQY3zDERBFC3zjsanjA,Double 7 Mini Market,Ampang,Tier 1,Conv - Mini-mart,coords≤50m,39.2
CT3211007809,VINTAGE MINI MARKET,KUALA LUMPUR,ChIJQ4sY4ThJzDERMOmtDQ54MpE,Vintage Mart Bistari Condominium,Kuala Lumpur,Tier 1,Conv - Indie mart,coords≤50m,19.0
CT3211007843,BLUE FOREST GROCER,RAWANG,ChIJ8xaXxthDzDERIUqB00nFedA,Blue Forest Grocer,Rawang,Tier 1,Conv - Sundry/grocer,place_id,8.9
CT3211008003,PASAR MINI AA BASHER,KUALA LUMPUR,ChIJ09BnymE3zDERpgDKaDkRVzc,Pasar Mini AA Basheer,Kuala Lumpur,Tier 1,Conv - Mini-mart,coords≤50m,41.5
CT3211008041,ANDY GROCERY STORE,KUALA LUMPUR,ChIJbzOyflpLzDER6dwC-Esl3ck,KK Super Mart Desa Jaya (TDJ),Kuala Lumpur,Tier 1,Conv - KK Mart,coords≤50m,40.7
CT3211008056,ARC RETAIL SDN BHD,MONT KIARA,ChIJKe1buW5JzDERTNZI1-JYnPA,BilaBila Mart - Kiara Ville,Kuala Lumpur,Tier 1,Conv - BilaBila Mart,coords≤50m,4.9
CT3211008057,NSK GROCER (KL) SDN BHD- PARAGON MALL,AMPANG,ChIJ0yjAtfE3zDERmaBkbNqS-yk,NSK Grocer Paragon Point,Ampang,Tier 2,Super - NSK,coords≤50m,21.3
CT3211008069,MTC DISTRIBUTION AND LOGISTIC,BATU CAVES,ChIJMfjudaBHzDERvFoh45MN37w,Indigo Durian Station 榴莲站,Batu Caves,Unclear,Super - Other / unclear,coords≤50m,43.5
CT3211008091,THE STORE S/B - KL (SRI PETALING),"WILAYAH PERSEKUTUAN,",ChIJofK_sIpLzDER4fQ98gcweiI,Jiale Mart,Kuala Lumpur,Tier 1,Super - Indie retail,coords≤50m,48.2
CT3211008107,CERR MART SDN BHD,KAMPUNG BHARU,ChIJ86T8drxJzDERKQZOc4aG_0k,Pasaraya BinWalid by CERR Mart Sdn Bhd,Kuala Lumpur,Tier 1,Super - Indie retail,place_id,60.2
CT3211008136,ARA FRESHMART,"BANDAR SERI COALFIELDS,",ChIJra7CP71bzDER3miNpWGxxfY,"KK Super Mart Sungai Buloh, Bandar Seri Coalfields ( SBSC )",Sungai Buloh,Tier 1,Conv - KK Mart,coords≤50m,10.5
CT3211008165,K PLUS FOOD MARKET,"NO.1, PERSIARAN JALIL 1, BANDAR BUKIT JALIL",ChIJJSRWD5BPzDERnA9zTePDXbE,K Plus Food Market,Petaling Jaya,Unclear,Super - Other / unclear,place_id,113.4
CT3211008168,NSK GROCER (KL) SDN BHD- 3 DAMANSARA,"PETALING JAYA,",ChIJv829LR5JzDER70yE4_M-XIQ,NSK Grocer 3 Damansara,Petaling Jaya,Tier 2,Super - NSK,place_id,55.6
CT3211008221,AJUAA ENTERPRISE,TAMAN BATU MUDA,ChIJ34rM1h1HzDERfnvLq3kd2KM,Sijan Mini Shoper,Batu Caves,Unclear,Super - Other / unclear,coords≤50m,20.6
CT3211008230,GETGO VALUE MART,"JALAN MAS 1, KINRARA MAS,",ChIJC6PSaQRLzDERosddUSxGL3w,GetGoValueMart Kinrara Mas,Bukit Jalil,Tier 1,Conv - Indie mart,coords≤50m,15.5
CT3211008247,STM SMART ENTERPRISE -1,BANDAR DAMANSARA PERDANA,ChIJFVe_ibRIzDERBgdp5XO9IeY,STM SMART ENTERPRISE,Petaling Jaya,Tier 1,Super - Indie retail,place_id,174.6
CT3211008257,KEDAI RUNCIT MULIA SEJATI,"KELANA JAYA,",ChIJL3i5sQ9MzDER8jr0AtoU4fc,Syarikat Rahim Home Delivery & Gas,Petaling Jaya,Unclear,Super - Other / unclear,coords≤50m,6.1
CT3211008265,KEDAI RUNCIT MUARA INDAH,"DAMANSARA DAMAI,",ChIJ3RjRXlpFzDERrgmj9sNGAAs,Kedai Runcit Muara Indah,Petaling Jaya,Tier 1,Conv - Kedai runcit,coords≤50m,12.3
CT3211008267,PASAR MINI MY ALADDIN (M) SDN BHD,"KOTA DAMANSARA ,",ChIJt75qsAJPzDERbQ5ahc1lRCo,Pasar Mini My Aladdin (M) Sdn.Bhd.,Petaling Jaya,Tier 1,Super - Independent local,place_id,5.0
CT3211008338,REZEKI MULYA BIN ANUAR,"TAMAN SUBANG PERDANA,",ChIJtej_iDROzDERWhSjiI96qQY,Pasar Segar Bintang,Shah Alam,Unclear,Super - Other / unclear,coords≤50m,17.3
CT3211008344,RAMJI USHA ENTERPRISE,"BANDAR BARU AMPANG,",ChIJTSR_T-M2zDERy2qNVdJvmGQ,GRD CASH & CARRY,Ampang,Unclear,Super - Other / unclear,coords≤50m,24.6
CT3211008354,MOTHER GROCERY,RASA SELANGOR.,ChIJr7CVdQBtzDERtHe83Rzy874,Little Gift House Enterprise,Rasa,Tier 2,Conv - Indie retail,coords≤50m,21.5
CT3211008358,KEDAI SERBANEKA BALQIS,"TAMAN PANDAN MEWAH,",ChIJT1j2kZI2zDERY7VudWeYDZM,Weng Heng Minimarket,Ampang Jaya,Tier 1,Super - Independent local,coords≤50m,36.1
CT3211008362,NS AZIMA ENTERPRISE,"BANDAR BARU SELAYANG,FASA 2B,",ChIJwUTlhjJHzDER-f9Q3GVHvyY,99 Speedmart 1658 Bandar Baru Selayang 2,Batu Caves,Tier 1,Super - 99 Speedmart,coords≤50m,34.8
CT3211008374,PASAR SEGAR PINGGIRAN DUA,"BATU CAVES,",ChIJBQsLXUNHzDERErCw2u6Sec4,Pasar Segar Pinggiran,Batu Caves,Unclear,Super - Other / unclear,place_id,29.6
CT3211008379,JIYAA FRESH N MINIMART,TAMAN SUNWAY BATU CAVES,ChIJdetcrVNHzDERfzxN3BlASQg,"KK Super Mart Batu Caves, Taman Sunway (BTS)",Batu Caves,Tier 1,Conv - KK Mart,coords≤50m,24.3
CT3211008385,NZ GROCERIES SDN BHD,"JALAN SENTUL PERDANA ,",ChIJgX_AYuxHzDEROnbI3glQQIk,Pasar Mini Al-Taslima,Kuala Lumpur,Tier 1,Super - Independent local,coords≤50m,27.2
CT3211008398,SALBELA ENGINEERING SDN BHD,"KOTA DAMANSARA ,",ChIJVVsVfAtPzDERHK1r6HHcchQ,Pasaraya Suria,Petaling Jaya,Unclear,Super - Other / unclear,coords≤50m,27.9
CT3211008402,NIHAL MINI MART,"BUKIT JALIL,",ChIJy6dGL75KzDER683FpTwPOy0,Al NIHAL FRESH MART,Kuala Lumpur,Tier 1,Conv - Indie mart,place_id,76.1
CT3211008476,JAVED TOHEDI ENTERPRISE,"JALAN PAHANG,",ChIJu6x9Qe9JzDERr9UkzZpEeZw,Gujrati Mini Mart,Kuala Lumpur,Tier 1,Super - Indie retail,coords≤50m,10.8
CT3211008511,PERNIAGAAN SENANTIASA BERKAT,TAMAN MEGAH,ChIJoSgU-FT8nGoRZ5fdl0ykSUE,Village Grocer (Megah Rise Mall),Petaling Jaya,Drop (direct-served),Super - Premium chain,coords≤50m,8.4
CT3211008516,NSK GROCER (KL) SDN BHD - AMCORP MALL,"PETALING JAYA,",ChIJnf4HcgBLzDERWCujoUuY62M,NSK Grocer Amcorp Mall,Petaling Jaya,Tier 2,Super - NSK,place_id,20.6
CT3211008519,GAMUDA FRESH MART,BANDAR GAMUDA GARDEN,ChIJJRt4rtVDzDERIjDGTQD97Qk,99 Speedmart 3140 Gaia Boulevard,Rawang,Tier 1,Conv - 99 Speedmart,coords≤50m,13.8
CT3211008526,MF MARKET ENTERPRISE,"SHAH ALAM,",ChIJi7v5KgBPzDERAyG0DCCVZY0,MF market enterprise,Shah Alam,Tier 2,Conv - Indie retail,coords≤50m,9.5
CT3211008550,DINE MART,"BRICKFIELDS,",ChIJMYUrBsJJzDERByZ6-XmpnMc,Mollah Pasar Segar,Kuala Lumpur,Unclear,Super - Other / unclear,coords≤50m,26.1
CT3211008722,SHIBA GLOBAL CENTRAL ENTERPRISE,"BRICKFIELDS,",ChIJyeHbZlNJzDERvXr7m0iXJus,Eco-Plus • NU Sentral,Kuala Lumpur,Unclear,Super - Other / unclear,coords≤50m,37.3
CT3211008918,PASARAYA BSK SDN BHD,"JALAN 7A/3,BANDAR TASIK PUTERI,",ChIJn-PWZb1dzDERLuMqnM6IDMc,BSK FRESHMART RAWANG,Rawang,Tier 1,Super - Indie retail,coords≤50m,33.1
CT3211008998,LAI HENG TRADING,"JALAN PUDU ULU,",ChIJl7l_IwQ3zDERqBxMDpA9fJ8,Lai Heng Mart,Kuala Lumpur,Tier 1,Super - Indie retail,place_id,9.2
CT3211009085,STS SEMX ENTERPRISE *A-G-K10,"PETALING JAYA,",ChIJFVe_ibRIzDERBgdp5XO9IeY,STM SMART ENTERPRISE,Petaling Jaya,Tier 1,Super - Indie retail,coords≤50m,20.0
CT3211009111,PASARAYA RS BESTARI,SHAH ALAM,ChIJneuOjbdPzDER5bdyoUYVfXg,KK Super Mart,Shah Alam,Tier 1,Conv - KK Mart,coords≤50m,26.5
CT3211009113,PASARAYA TSK SEGAR,SHAH ALAM,ChIJtej_iDROzDERWhSjiI96qQY,Pasar Segar Bintang,Shah Alam,Unclear,Super - Other / unclear,coords≤50m,49.4
CT3211009121,PASARAYA  AL SULAIMAN,"DESA TASIK,",ChIJp2pXC_Y1zDERcT-VvgDxjeU,Al Sulaiman Desa Tasik,Kuala Lumpur,Unclear,Super - Other / unclear,coords≤50m,31.2
CT3211009157,NSK GROCER (KL) SDN BHD- SHAMELIN MALL,"TAMAN SAMELIN PERKASA,",ChIJoaFdw203zDERPzOMSLCZHg4,NSK Grocer 1Shamelin,Kuala Lumpur,Tier 2,Super - NSK,coords≤50m,33.7
CT3211009171,PAYUNG MART SDN. BHD.,"TAMAN SAUJANA PERMAI, SEKSYEN U17,",ChIJrTslSgBbzDER9Zt0pRAKPyw,Payung Mart Sdn Bhd,Shah Alam,Tier 1,Super - Indie retail,coords≤50m,31.3
CT3211009172,PASAR MINI MP KAY KAY TRADING,"TAMAN BUKIT SUBANG , ",ChIJuwoo7y1RzDERZvKuzAZJ_-0,KK Super Mart (SU16),Shah Alam,Tier 1,Conv - KK Mart,coords≤50m,29.9
CT3211009230,BEN MART (TAMAN MUDA) SDN BHD,"TAMAN MUDA,",ChIJBUwgyIU2zDERkAmdQV97y0I,Pasar Raya Song Fook,Cheras,Unclear,Super - Other / unclear,coords≤50m,26.0
DA08,PASARAYA SURIA S/B - D'SARA,47810 PETALING JAYA,ChIJVVsVfAtPzDERHK1r6HHcchQ,Pasaraya Suria,Petaling Jaya,Unclear,Super - Other / unclear,place_id,8.4
DB07,KEDAI BAN FOE SDN BHD,SELANGOR,ChIJU-PM_6tFzDERFnVJ4m4IUP8,Kedai Ban Foe Sdn Bhd,Sungai Buloh,Tier 1,Super - Indie retail,place_id,34.9
EJ02,SYARIKAT JAYA DIRI,54000 KUALA LUMPUR,ChIJ2RLGtL43zDERY35918gJOqA,Syarikat Jaya Diri,Kuala Lumpur,Unclear,Super - Other / unclear,place_id,4.3
FS31,PASARAYA SOON HUAT SDN BHD -18-19,,ChIJLfIHtlNCzDERclooKqo-N8M,Pasaraya Soon Huat Sdn Bhd,Rawang,Tier 1,Super - Indie retail,place_id,40.5
FS43,PASARAYA SOON HUAT SDN BHD -17-26,48000 RAWANG   SELANGOR DARUL EHSAN,ChIJS6sDnq1DzDERss7vNNn7Pig,Pasaraya Soon Huat Sdn. Bhd.,Rawang,Unclear,Super - Other / unclear,coords≤50m,6.0
GH20,HIJAS SUPER MARKET,"DESA COALFIELDS,",ChIJ0WGXGv1azDERQXZjsNgQAVk,PASARAYA HIJAS SUPER BAZAAR,Sungai Buloh,Unclear,Super - Other / unclear,coords≤50m,34.3
GK34,LK SHOP,SELANGOR,ChIJ3RjRXlpFzDERrgmj9sNGAAs,Kedai Runcit Muara Indah,Petaling Jaya,Tier 1,Conv - Kedai runcit,coords≤50m,18.0
GL19,PASAR MINI LAILA ENTERPRISE,SUNGAI BULOH,ChIJReop8xhbzDERHwjMc46E47A,My NSA Grocer,Sungai Buloh,Tier 1,Super - Sundry/grocer,coords≤50m,28.8
GM10,KEDAI RUNCIT MURAH REZEKI (1),TAMAN BUNGA RAYA,ChIJC4eAyipvzDER7_UPARn3Iy4,"KK Super Mart Rawang, Apartment Dahlia ( RAD )",Rawang,Tier 1,Conv - KK Mart,coords≤50m,35.0
GM57,MY DAILY ENTERPRISE -D'SARA DAMAI,SELANGOR,ChIJAZVpbwBFzDERmw7oEIeT9Ec,CF Value Mart (Damansara Damai),Petaling Jaya,Tier 1,Conv - Indie mart,coords≤50m,30.4
GS06,AVELON HEALTHCARE SDN BHD,KEPONG,ChIJAAAAAAAAAAARhZW34Yye75s,KK Super Mart Metro Prima Kepong (MPK),Kepong,Tier 1,Conv - KK Mart,coords≤50m,13.8
GS71,KEDAI RUNCIT SALVIA,,ChIJRdYDKQBPzDERxJlJjuiUFgM,Kedai Runcit Salvia,Petaling Jaya,Tier 1,Conv - Kedai runcit,coords≤50m,26.6
GT02,P/R TUN TEJA,48000 RAWANG SELANGOR,ChIJh7NBXwBDzDEREB1ytwMjFwk,Pasar Mini Berkat Rezeki,Rawang,Tier 1,Conv - Mini-mart,coords≤50m,23.7
GT04,PASARAYA TASIK,BANDAR TASIK PUTERI,ChIJo1ieY2RczDERcVbZwI1i-n8,"7-Eleven Bandar Tasik Puteri, Rawang 0511",Rawang,Tier 1,Hyper - Other regional chain,coords≤50m,27.0
GT09,SOON SANG HERBAL SHOP,KOTA DAMANSARA,ChIJdwby9gJPzDERvs5dvgs0eNo,Pasar Mini Xinyuan 鑫源中国超市(PJ),Petaling Jaya,Tier 1,Super - Independent local,coords≤50m,47.2
GY01,KEDAI UBAT YU YI,SELANGOR,ChIJNWmuzlBszDERUzHTBKoX_N4,7-Eleven,Batang Kali,Tier 1,Hyper - Other regional chain,coords≤50m,7.3
H191,HALIQ'S MILLS & SUNDRIES,SELANGOR DARUL EHSAN.,ChIJDVSECnI5zDER1GEARLJDtI0,99 Speedmart 3137 Taman Melawati 3,Kuala Lumpur,Tier 1,Conv - 99 Speedmart,coords≤50m,10.8
IN12,MY NSA SDN. BHD.,"SEKSYEN  U17,",ChIJReop8xhbzDERHwjMc46E47A,My NSA Grocer,Sungai Buloh,Tier 1,Super - Sundry/grocer,coords≤50m,14.6
IW24,KEDAI UBAT DAN BARANG-BARANG RUNCIT WEI POH,RAWANG  45000 SELANGOR,ChIJoUtTpMtCzDERv9MGAYQk0B8,Kedai Ubat Dan Barang-Barang Runcit Wei Poh,Rawang,Tier 1,Conv - Generic kedai,coords≤50m,18.4
JA31,BISMI BEST MART,BANDAR BARU SELAYANG,ChIJQTrLV3NHzDERnQuccn3mOdk,Bismi Best Mart,Batu Caves,Tier 1,Conv - Indie mart,coords≤50m,28.6
JB02,VAN SEN FOH  -BAN SANG WOH,,ChIJr7CVdQBtzDERtHe83Rzy874,Little Gift House Enterprise,Rasa,Tier 2,Conv - Indie retail,coords≤50m,42.2
JH14,PASARAYA & UBAT HON MENG,68100 SELANGOR,ChIJIST4uPtGzDEROgJ2GIyyRms,Pasaraya Dan Ubat Hon Meng 汉明参茸药行商店,Batu Caves,Unclear,Super - Other / unclear,place_id,14.1
JJ12,P/R J H KOTA DAMANSARA,,ChIJSzTQ6wZPzDERO7rAb-kRhOU,Pasaraya JH Kota Damansara,Petaling Jaya,Unclear,Super - Other / unclear,coords≤50m,27.7
JK07,KWONG ONN,44000 SELANGOR,ChIJUWTwXW5zzDERfDltmXVrkLM,Kwong Onn Kuala Kubu Bharu,Kuala Kubu Baru,Unclear,Super - Other / unclear,coords≤50m,17.4
JK41,PASAR MINI KUMERAS (1),BATU CAVES,ChIJ_UfALjFHzDERNU1Yh8y2VCY,Pasar Mini Kumeras,Batu Caves,Tier 1,Super - Independent local,place_id,14.3
JL13,PASAR MINI JAYA TIMUR,40000 SHAH ALAM SELANGOR,ChIJf1VOBc1PzDER7zZXYLzP2CY,Pasar Mini Jaya Timur,Shah Alam,Tier 1,Conv - Mini-mart,coords≤50m,20.3
JS03,PASARAYA SRI RAWANG SDN BHD,48000 RAWANG SEL,ChIJGV4W7PlCzDERlwZ5T7TvSzM,Supermarkets Sri Rawang Sdn Bhd,Rawang,Tier 1,Super - Independent local,place_id,6.9
JT09,TUNG YUAN,,ChIJr7CVdQBtzDERtHe83Rzy874,Little Gift House Enterprise,Rasa,Tier 2,Conv - Indie retail,coords≤50m,42.2
JU04,PASAR MINI USWAH,47810 PJ  SELANGOR,ChIJG_FWTHNPzDEROnG4k6wV9to,Pasar Mini Uswah,Petaling Jaya,Tier 1,Conv - Mini-mart,coords≤50m,24.8
JY04,PASARAYA Y.S.T - ULU YAM BARU,44300 BATANG KALI SELANGOR,ChIJo01hhO9tzDERQGWM52qfOh8,99 Speedmart 1441 Hulu Yam Baru,Baru,Tier 1,Conv - 99 Speedmart,coords≤50m,27.9
KB56,BAJARIA ENTERPRISE,53300 ULU KLANG  SELANGOR,ChIJ5SYwqws5zDERmzLNTMc5eG8,99 Speedmart 2626 Taman Permata,Ampang,Tier 1,Conv - 99 Speedmart,coords≤50m,21.3
KC40,KEDAI BARANGAN BERANEKA CHAI CHIN,48000 RAWANG,ChIJ-_qOC15DzDERxFkxz9zVCKk,99 Speedmart 1427 Taman Tun Teja,Rawang,Tier 1,Super - 99 Speedmart,coords≤50m,35.1
KI16,INDAH REZEKI ENTERPRISE,53100 KUALA LUMPUR,ChIJN7o5RL85zDERokznvdyG3t0,KEDAI RUNCIT ANAS,Kuala Lumpur,Tier 1,Super - Sundry/grocer,coords≤50m,5.7
KK03,PASAR MINI SELVARAJ,SELANGOR,ChIJx5WU8xxHzDER3aE5mcncHBE,Pasar Mini Selvaraj,Batu Caves,Tier 1,Conv - Mini-mart,coords≤50m,12.3
KK54,PASARAYA KUMARES,"BATU CAVES,",ChIJ8eNf9PpGzDERqULt7yBN378,33 Rice Mart - Selayang,Batu Caves,Tier 1,Super - Indie retail,coords≤50m,31.8
KM90,PASAR MINI S.ABDULLAH,48000 RAWANG SELANGOR,ChIJd9eB0cdDzDERG4_R3xSVdhc,"KK Super Mart Rawang, Taman Tun Teja (RTT)",Rawang,Tier 1,Conv - KK Mart,coords≤50m,3.7
KS147,PERNIAGAAN S. M. AHMAD,,ChIJLQB6-CNIzDER6Q8K0ZfzDn4,"Pemborong Makanan Ringan Dan Gula-gula,Perniagaan SM AHMAD",Kuala Lumpur,Tier 1,Super - Indie retail,coords≤50m,29.8
KZ17,ZEE SUPER MART SDN BHD,68100 SRI GOMBAK,ChIJXT_HVIJHzDER3zNYrJlV3s8,Zee Mart Gombak,Batu Caves,Tier 1,Super - Indie retail,coords≤50m,10.5
LB12,PASARAYA BEST (HQ),DESA COALFIELDS,ChIJXZMUlgJbzDERx-Ylo9P8sSc,Pasaraya Best (HQ),Sungai Buloh,Unclear,Super - Other / unclear,place_id,87.7
LF08,FEMI MART,KOTA D'SARA SG. BULOH,ChIJt75qsAJPzDERbQ5ahc1lRCo,Pasar Mini My Aladdin (M) Sdn.Bhd.,Petaling Jaya,Tier 1,Super - Independent local,coords≤50m,24.4
LS26,PASARAYA BEST (BRANCH 1),47000 SELANGOR,ChIJ_4vr7YZazDERIsQEJerWBP8,Pasaraya Best (Saujana Utama),Sungai Buloh,Unclear,Super - Other / unclear,coords≤50m,7.3
MA251,PASARAYA BISMI 786,SEK 3 BDR UTAMA,ChIJVQEuyFBszDER9kog5T8q3cY,BATANG KALI STORE,Batang Kali,Tier 1,Hyper - Other regional chain,coords≤50m,19.1
MA71,PASAR MINI AL SELAMAT,43000 KAJANG SELANGOR,ChIJ8_1AUOjLzTERv-kaFijwjfI,"KK Super Mart Kajang, Taman Saujana Impian (KSJ)",Kajang,Tier 1,Conv - KK Mart,coords≤50m,24.2
